background_condition,correct_word_list,correct_word_mean,correct_word_sem,snr,tag_expt,tag_model,correct_spkr_list,correct_spkr_mean,correct_spkr_sem
1.0,"[0.5, 0.7857142857142857, 0.2, 0.6, 0.6153846153846154, 0.9333333333333332, 0.8571428571428571, 0.5333333333333333, 0.7857142857142857, 0.4285714285714285, 0.7142857142857143, 0.7142857142857143, 0.5333333333333333, 0.4166666666666667, 0.4666666666666667, 0.7272727272727273, 0.6, 0.6428571428571429, 0.5714285714285714, 0.4666666666666667, 0.4666666666666667, 0.6428571428571429, 0.6666666666666666, 0.8666666666666667, 0.7, 0.5, 0.5, 0.4285714285714285, 0.5, 0.6, 0.4, 0.5, 0.6, 0.7333333333333333, 0.7333333333333333, 0.3636363636363636, 0.5714285714285714, 0.5333333333333333, 0.3, 0.5555555555555556, 0.6, 0.5714285714285714, 0.4285714285714285, 0.6428571428571429]",0.5794900806264442,0.022824083088540364,3.0,kell_like,human,,,
1.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
2.0,"[0.1428571428571428, 0.2666666666666666, 0.25, 0.4285714285714285, 0.2666666666666666, 0.3571428571428571, 0.5714285714285714, 0.2, 0.2666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333, 0.4, 0.5, 0.4, 0.3571428571428571, 0.1428571428571428, 0.6428571428571429, 0.25, 0.2857142857142857, 0.5, 0.4285714285714285, 0.2857142857142857, 0.4666666666666667, 0.25, 0.2857142857142857, 0.1333333333333333, 0.6, 0.375, 0.4285714285714285, 0.4666666666666667, 0.3333333333333333, 0.4, 0.3333333333333333, 0.2666666666666666, 0.4444444444444444, 0.3571428571428571, 0.5714285714285714, 0.2, 0.3333333333333333, 0.4444444444444444, 0.3571428571428571, 0.4285714285714285, 0.2666666666666666]",0.3602723665223665,0.0184427878391583,-9.0,kell_like,human,,,
2.0,"[0.6666666666666666, 0.2666666666666666, 0.5384615384615384, 0.2857142857142857, 0.4666666666666667, 0.3333333333333333, 0.5714285714285714, 0.5333333333333333, 0.5333333333333333, 0.2142857142857142, 0.5, 0.6, 0.4166666666666667, 0.3076923076923077, 0.6428571428571429, 0.3076923076923077, 0.2666666666666666, 0.5333333333333333, 0.4285714285714285, 0.4, 0.2857142857142857, 0.4285714285714285, 0.0, 0.3333333333333333, 0.4, 0.2727272727272727, 0.6, 0.5333333333333333, 0.375, 0.2666666666666666, 0.2857142857142857, 0.4, 0.5, 0.5333333333333333, 0.2857142857142857, 0.4285714285714285, 0.2666666666666666, 0.4666666666666667, 0.5714285714285714, 0.4285714285714285, 0.4666666666666667, 1.0, 0.5, 0.6363636363636364]",0.43360030121393756,0.024660434025539215,-6.0,kell_like,human,,,
2.0,"[0.2142857142857142, 0.6666666666666666, 0.4545454545454545, 0.4, 0.5333333333333333, 0.6428571428571429, 0.4666666666666667, 0.8666666666666667, 0.5, 0.6666666666666666, 0.7142857142857143, 0.5714285714285714, 0.6666666666666666, 0.7142857142857143, 0.6, 0.7142857142857143, 0.8, 0.5714285714285714, 0.2, 0.8181818181818182, 0.4, 0.5, 0.6428571428571429, 0.6923076923076923, 0.5, 0.5454545454545454, 0.7333333333333333, 0.6666666666666666, 0.9285714285714286, 0.4666666666666667, 0.5, 0.5, 0.7, 0.6428571428571429, 0.6428571428571429, 0.4285714285714285, 0.5333333333333333, 0.6666666666666666, 0.7333333333333333, 0.6428571428571429, 0.125, 1.0, 0.5, 0.5]",0.590308744286017,0.026525393018753767,-3.0,kell_like,human,,,
2.0,"[0.75, 0.6428571428571429, 0.6666666666666666, 0.5333333333333333, 0.6666666666666666, 0.8, 0.7857142857142857, 0.5714285714285714, 0.6428571428571429, 0.5, 0.7777777777777778, 0.7142857142857143, 0.7333333333333333, 0.4, 0.4285714285714285, 0.0, 0.7142857142857143, 0.9285714285714286, 0.6, 0.5714285714285714, 0.5714285714285714, 0.8, 0.9090909090909092, 0.4, 0.7333333333333333, 0.8666666666666667, 0.6153846153846154, 0.7857142857142857, 0.6666666666666666, 0.7333333333333333, 0.5333333333333333, 0.8, 0.6428571428571429, 0.6153846153846154, 0.6428571428571429, 0.8571428571428571, 0.7857142857142857, 0.4285714285714285, 0.5333333333333333, 0.8333333333333334, 0.7857142857142857, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",0.6713424202060566,0.026281374052500656,0.0,kell_like,human,,,
2.0,"[0.5, 0.7142857142857143, 0.4666666666666667, 0.9333333333333332, 0.6363636363636364, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.8, 0.7142857142857143, 0.7142857142857143, 0.8666666666666667, 0.5333333333333333, 0.6923076923076923, 0.9285714285714286, 0.7, 0.6428571428571429, 0.7333333333333333, 0.9285714285714286, 0.7333333333333333, 0.4666666666666667, 0.8666666666666667, 0.7142857142857143, 0.6, 0.7777777777777778, 0.8, 0.75, 0.9230769230769232, 0.5, 1.0, 0.8571428571428571, 0.875, 0.5714285714285714, 0.8, 0.6428571428571429, 0.9, 0.9285714285714286, 0.7857142857142857, 0.4545454545454545, 0.8333333333333334, 0.8571428571428571, 0.7692307692307693, 0.7857142857142857, 0.5714285714285714]",0.7465847914711552,0.022023167869037283,3.0,kell_like,human,,,
2.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
3.0,"[0.0, 0.0, 0.0, 0.0666666666666666, 0.0, 0.0, 0.1428571428571428, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0666666666666666, 0.1333333333333333, 0.0714285714285714, 0.1428571428571428, 0.0, 0.0, 0.0666666666666666, 0.0714285714285714, 0.0666666666666666, 0.0, 0.0909090909090909, 0.0714285714285714, 0.0, 0.0666666666666666, 0.1, 0.0, 0.0714285714285714, 0.0, 0.0714285714285714, 0.0, 0.0666666666666666, 0.0909090909090909, 0.0666666666666666, 0.0714285714285714, 0.0, 0.0, 0.1, 0.0, 0.0714285714285714, 0.0]",0.04774695001967728,0.009555380015873282,-9.0,kell_like,human,,,
3.0,"[0.2727272727272727, 0.0, 0.2307692307692307, 0.2, 0.2142857142857142, 0.2857142857142857, 0.3333333333333333, 0.2, 0.3571428571428571, 0.2142857142857142, 0.0714285714285714, 0.3333333333333333, 0.0, 0.0666666666666666, 0.3333333333333333, 0.1, 0.1333333333333333, 0.3333333333333333, 0.0714285714285714, 0.1428571428571428, 0.1428571428571428, 0.2, 0.0, 0.25, 0.0714285714285714, 0.0, 0.1428571428571428, 0.3333333333333333, 0.1111111111111111, 0.0714285714285714, 0.2, 0.2666666666666666, 0.1428571428571428, 0.1428571428571428, 0.1333333333333333, 0.3333333333333333, 0.2, 0.3571428571428571, 0.2142857142857142, 0.1428571428571428, 0.0714285714285714, 0.2, 0.4, 0.2142857142857142]",0.18718264059173145,0.016530169828994724,-6.0,kell_like,human,,,
3.0,"[0.4666666666666667, 0.5, 0.0833333333333333, 0.3333333333333333, 0.4666666666666667, 0.3571428571428571, 0.4, 0.3571428571428571, 0.5, 0.5714285714285714, 0.4285714285714285, 0.3571428571428571, 0.6, 0.4666666666666667, 0.4285714285714285, 0.1333333333333333, 0.5, 0.4, 0.3636363636363636, 0.25, 0.6428571428571429, 0.2142857142857142, 0.6428571428571429, 0.6428571428571429, 0.3, 0.3333333333333333, 0.4, 0.5333333333333333, 0.3571428571428571, 0.7142857142857143, 0.2666666666666666, 0.3333333333333333, 0.375, 0.7333333333333333, 0.6428571428571429, 0.3333333333333333, 0.4, 0.1428571428571428, 0.3571428571428571, 0.5333333333333333, 0.0, 0.5, 0.2857142857142857, 0.5]",0.41245818575364024,0.0244725987534875,-3.0,kell_like,human,,,
3.0,"[0.75, 0.5, 0.5, 0.7857142857142857, 0.6, 0.6428571428571429, 0.7333333333333333, 0.6, 0.6428571428571429, 0.625, 0.7142857142857143, 0.7142857142857143, 0.5333333333333333, 0.3333333333333333, 0.6666666666666666, 0.75, 0.5, 0.6, 0.5, 0.3571428571428571, 0.7857142857142857, 0.5714285714285714, 0.8, 0.5714285714285714, 0.7142857142857143, 0.6, 0.6363636363636364, 0.9285714285714286, 0.7142857142857143, 0.6666666666666666, 0.5714285714285714, 0.8, 0.6, 0.75, 0.5, 0.8, 0.7857142857142857, 0.6, 0.4285714285714285, 0.1666666666666666, 0.5714285714285714, 0.9285714285714286, 0.8, 0.7857142857142857]",0.6392193034238489,0.02302674609962312,0.0,kell_like,human,,,
3.0,"[0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.7333333333333333, 0.5555555555555556, 0.8571428571428571, 0.8, 0.7142857142857143, 0.7142857142857143, 0.5714285714285714, 0.7333333333333333, 0.6666666666666666, 0.7857142857142857, 0.7272727272727273, 0.9333333333333332, 0.9, 0.6666666666666666, 0.6666666666666666, 0.8, 0.6428571428571429, 0.6, 0.7142857142857143, 0.8, 0.6, 0.7272727272727273, 0.9285714285714286, 1.0, 0.9285714285714286, 0.5555555555555556, 0.7142857142857143, 0.9333333333333332, 0.9, 0.5714285714285714, 0.8666666666666667, 0.7333333333333333, 0.7692307692307693, 0.7857142857142857, 0.6666666666666666, 0.8, 0.7, 0.9285714285714286, 0.6666666666666666, 0.7142857142857143, 0.6666666666666666]",0.7419184351002532,0.017801806417850927,3.0,kell_like,human,,,
3.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
4.0,"[0.5, 0.2857142857142857, 0.2, 0.4666666666666667, 0.2142857142857142, 0.2142857142857142, 0.3571428571428571, 0.0714285714285714, 0.3571428571428571, 0.0, 0.4444444444444444, 0.2666666666666666, 0.25, 0.4, 0.5333333333333333, 0.1333333333333333, 0.2857142857142857, 0.4, 0.1111111111111111, 0.0714285714285714, 0.4285714285714285, 0.2857142857142857, 0.2142857142857142, 0.4, 0.4166666666666667, 0.4666666666666667, 0.1428571428571428, 0.3571428571428571, 0.4285714285714285, 0.3333333333333333, 0.4, 0.2, 0.2857142857142857, 0.2142857142857142, 0.2857142857142857, 0.5, 0.4, 0.3571428571428571, 0.25, 0.2857142857142857, 0.6666666666666666, 0.3571428571428571, 0.4, 0.3333333333333333]",0.317550505050505,0.020515819967101053,-9.0,kell_like,human,,,
4.0,"[0.25, 0.4285714285714285, 0.5833333333333334, 0.2857142857142857, 0.1333333333333333, 0.3571428571428571, 0.4666666666666667, 0.4666666666666667, 0.7333333333333333, 0.5, 0.2, 0.6666666666666666, 0.2222222222222222, 0.5333333333333333, 0.2142857142857142, 0.2, 0.4285714285714285, 0.3571428571428571, 0.4666666666666667, 0.6428571428571429, 0.3333333333333333, 0.5, 0.5714285714285714, 0.5, 0.1333333333333333, 0.25, 0.6428571428571429, 0.6428571428571429, 0.5454545454545454, 0.4666666666666667, 0.3571428571428571, 0.3571428571428571, 0.3333333333333333, 0.5714285714285714, 0.4666666666666667, 0.4666666666666667, 0.3333333333333333, 0.5, 0.2666666666666666, 0.4666666666666667, 0.2142857142857142, 0.4285714285714285, 0.6, 0.625]",0.4252123507805326,0.02351312421099576,-6.0,kell_like,human,,,
4.0,"[0.5714285714285714, 0.6428571428571429, 0.3636363636363636, 0.5333333333333333, 0.6, 0.4666666666666667, 0.6428571428571429, 0.6428571428571429, 0.5, 0.6666666666666666, 0.5333333333333333, 0.4285714285714285, 0.6666666666666666, 0.5714285714285714, 0.3076923076923077, 0.3333333333333333, 0.7142857142857143, 0.625, 0.4166666666666667, 0.4, 0.4666666666666667, 0.5333333333333333, 0.5333333333333333, 0.6666666666666666, 0.4545454545454545, 0.7272727272727273, 0.5333333333333333, 0.7142857142857143, 0.6, 0.5714285714285714, 0.5333333333333333, 0.5, 0.9, 0.5714285714285714, 0.6, 0.6428571428571429, 0.4666666666666667, 0.6, 0.4285714285714285, 0.7142857142857143, 0.375, 0.0, 0.2142857142857142, 0.5]",0.5335130778312597,0.02311403097660663,-3.0,kell_like,human,,,
4.0,"[0.75, 0.6, 0.7857142857142857, 0.6, 0.5, 0.9285714285714286, 0.7333333333333333, 0.6, 0.6, 0.7777777777777778, 0.8333333333333334, 0.6666666666666666, 0.5333333333333333, 0.8333333333333334, 0.5, 0.0, 0.6666666666666666, 0.5714285714285714, 0.5, 0.6666666666666666, 0.8571428571428571, 0.7857142857142857, 0.7272727272727273, 0.3333333333333333, 0.7333333333333333, 0.6923076923076923, 0.3846153846153846, 0.8571428571428571, 0.6666666666666666, 0.5, 0.6428571428571429, 0.7142857142857143, 0.6, 0.9, 0.7142857142857143, 0.6, 0.8, 0.9285714285714286, 0.4, 0.25, 0.6666666666666666, 0.7142857142857143, 1.0, 0.5]",0.6503478844387935,0.02887404598309782,0.0,kell_like,human,,,
4.0,"[0.3333333333333333, 0.9333333333333332, 0.6428571428571429, 0.7857142857142857, 0.75, 0.8571428571428571, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.9285714285714286, 0.7333333333333333, 0.8666666666666667, 0.6428571428571429, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.7857142857142857, 0.6, 0.6428571428571429, 0.7333333333333333, 0.7142857142857143, 0.7142857142857143, 0.7333333333333333, 0.4285714285714285, 0.6, 0.7333333333333333, 0.8571428571428571, 0.7692307692307693, 0.1666666666666666, 0.6666666666666666, 0.8, 0.8888888888888888, 0.8571428571428571, 0.5714285714285714, 0.8, 0.6, 0.5, 0.7333333333333333, 0.8888888888888888, 0.6923076923076923, 0.6, 0.9230769230769232, 0.7333333333333333, 0.9285714285714286]",0.7179223554223554,0.02414303810506431,3.0,kell_like,human,,,
4.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
0.0,"[0.010638297872340425, 0.007978723404255319, 0.010638297872340425, 0.0, 0.013297872340425532, 0.007978723404255319, 0.005319148936170213, 0.013297872340425532, 0.013297872340425532, 0.013297872340425532]",0.009574468085106383,0.0013847960418274209,-21.0,kell_like,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.018617021276595744, 0.013297872340425532, 0.010638297872340425, 0.010638297872340425, 0.013297872340425532, 0.005319148936170213, 0.013297872340425532, 0.013297872340425532, 0.0026595744680851063, 0.007978723404255319]",0.010904255319148936,0.0014540088179837523
0.0,"[0.010638297872340425, 0.018617021276595744, 0.013297872340425532, 0.015957446808510637, 0.018617021276595744, 0.023936170212765957, 0.013297872340425532, 0.015957446808510637, 0.018617021276595744, 0.018617021276595744]",0.01675531914893617,0.0011926971672937686,-18.0,kell_like,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.031914893617021274, 0.031914893617021274, 0.023936170212765957, 0.023936170212765957, 0.031914893617021274, 0.023936170212765957, 0.047872340425531915, 0.018617021276595744, 0.018617021276595744, 0.031914893617021274]",0.028457446808510638,0.0027482269503546096
0.0,"[0.02925531914893617, 0.034574468085106384, 0.02925531914893617, 0.034574468085106384, 0.03723404255319149, 0.03723404255319149, 0.031914893617021274, 0.02925531914893617, 0.034574468085106384, 0.02925531914893617]",0.03271276595744681,0.0010526899013331484,-15.0,kell_like,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.07712765957446809, 0.08244680851063829, 0.07446808510638298, 0.06914893617021277, 0.07180851063829788, 0.06914893617021277, 0.07712765957446809, 0.06382978723404255, 0.0797872340425532, 0.06914893617021277]",0.07340425531914893,0.0018254663370544332
0.0,"[0.06914893617021277, 0.05851063829787234, 0.061170212765957445, 0.07180851063829788, 0.0797872340425532, 0.06648936170212766, 0.0851063829787234, 0.061170212765957445, 0.06648936170212766, 0.07446808510638298]",0.06941489361702127,0.002702083449313505,-12.0,kell_like,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.1622340425531915, 0.1675531914893617, 0.1595744680851064, 0.14627659574468085, 0.1675531914893617, 0.17287234042553193, 0.17553191489361702, 0.14627659574468085, 0.17553191489361702, 0.1702127659574468]",0.16436170212765958,0.003428914823725838
0.0,"[0.1675531914893617, 0.13031914893617022, 0.13829787234042554, 0.14627659574468085, 0.15159574468085107, 0.15425531914893617, 0.14893617021276595, 0.14095744680851063, 0.14627659574468085, 0.1622340425531915]",0.14867021276595743,0.0034891256478997205,-9.0,kell_like,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.31648936170212766, 0.2845744680851064, 0.30851063829787234, 0.32180851063829785, 0.3191489361702128, 0.30851063829787234, 0.3351063829787234, 0.26861702127659576, 0.3404255319148936, 0.31117021276595747]",0.311436170212766,0.006803175547145271
